misspelling,correct,edit_distance,len_diff
sirfis,surface,4,-1
sirge,surface,4,-2
sirvce,surface,3,-1
sitter,surface,6,-1
sivise,surface,5,-1
slives,surface,6,-1
sorfers,surface,4,0
sorfes,surface,4,-1
sorfess,surface,4,0
sreis,surface,5,-2
srfeise,surface,4,0
stis,surface,6,-3
suface,surface,1,-1
sufes,surface,4,-2
suffis,surface,4,-1
sufice,surface,2,-1
suficer,surface,3,0
sufise,surface,3,-1
sunafipe,surface,4,1
sureface,surface,1,1
surefice,surface,2,1
surf,surface,3,-3
surfars,surface,2,0
surfese,surface,2,0
surfice,surface,1,0
surfiece,surface,2,1
surfis,surface,3,-1
surfise,surface,2,0
surpes,surface,4,-1
surpise,surface,3,0
survise,surface,3,0
surgere,surgery,1,0
surmountin,surmounted,2,0
caried,surplus,6,-1
cerflos,surplus,4,0
cerplass,surplus,4,1
cerplus,surplus,2,0
certhes,surplus,5,0
circleis,surplus,5,1
circles,surplus,4,0
circlus,surplus,3,0
cirplace,surplus,5,1
cirplese,surplus,4,1
cirplist,surplus,4,1
cirplus,surplus,2,0
cirpuls,surplus,4,0
cricos,surplus,5,-1
curculace,surplus,6,2
curcus,surplus,3,-1
curplas,surplus,2,0
rearlers,surplus,6,1
sappats,surplus,4,0
sappless,surplus,4,1
scurplos,surplus,2,1
sefers,surplus,5,-1
seirflace,surplus,6,2
selpliss,surplus,4,1
sepales,surplus,4,0
seples,surplus,3,-1
seplese,surplus,4,0
seplis,surplus,3,-1
sepples,surplus,3,0
serfishe,surplus,6,1
serpalce,surplus,4,1
serplace,surplus,4,1
serplas,surplus,2,0
serplase,surplus,3,1
serplause,surplus,3,2
serplece,surplus,4,1
serples,surplus,2,0
serplese,surplus,3,1
serpless,surplus,3,1
serplice,surplus,4,1
serplis,surplus,2,0
serpluce,surplus,3,1
serplurs,surplus,2,1
serplus,surplus,1,0
serpluse,surplus,2,1
serpluss,surplus,2,1
serpulse,surplus,4,1
servis,surplus,4,-1
sirplace,surplus,4,1
sirplass,surplus,3,1
sirplause,surplus,3,2
sirplus,surplus,1,0
sleplus,surplus,2,0
slp,surplus,5,-4
splers,surplus,4,-1
srrplas,surplus,2,0
sternt,surplus,6,-1
suclurs,surplus,3,0
suplace,surplus,4,0
supless,surplus,3,0
suplice,surplus,4,0
supluors,surplus,3,1
suplus,surplus,1,-1
supplase,surplus,3,1
suppless,surplus,3,1
surders,surplus,3,0
surfless,surplus,3,1
surlers,surplus,3,0
surp,surplus,3,-3
surplace,surplus,3,1
surplas,surplus,1,0
surplase,surplus,2,1
surpleas,surplus,2,1
surplerce,surplus,4,2
surples,surplus,1,0
surpless,surplus,2,1
surpliace,surplus,4,2
surplie,surplus,2,0
surplis,surplus,1,0
surplise,surplus,2,1
surplos,surplus,1,0
surplouse,surplus,2,2
surpluce,surplus,2,1
surpluse,surplus,1,1
surpluss,surplus,1,1
surplut,surplus,1,0
surpuse,surplus,2,0
surrpluse,surplus,2,2
suprise,surprise,1,-1
surprice,surprise,1,0
serpisorzd,surprised,5,1
suprise,surprised,2,-2
suprised,surprised,1,-1
serpising,surprising,2,-1
supprising,surprising,1,0
suprising,surprising,1,-1
surender,surrender,1,-1
sureptitous,surreptitious,2,-2
surruptitiously,surreptitiously,1,0
sorround,surround,1,0
suround,surround,1,-1
csranded,surrounded,5,-2
esrondid,surrounded,5,-2
sarand,surrounded,6,-4
sarnd,surrounded,6,-5
sarouded,surrounded,3,-2
scand,surrounded,7,-5
serded,surrounded,5,-4
serended,surrounded,4,-2
seron,surrounded,6,-5
seronded,surrounded,3,-2
serounde,surrounded,3,-2
serounded,surrounded,2,-1
serounden,surrounded,3,-1
serouned,surrounded,3,-2
serrounded,surrounded,1,0
siroud,surrounded,5,-4
sodded,surrounded,5,-4
sorned,surrounded,5,-4
soronded,surrounded,3,-2
sounround,surrounded,4,-1
sourounded,surrounded,2,0
srand,surrounded,6,-5
sranded,surrounded,4,-3
sreded,surrounded,5,-4
sreeounded,surrounded,3,0
srelod,surrounded,7,-4
srounded,surrounded,2,-2
srowened,surrounded,5,-2
srround,surrounded,3,-3
suronded,surrounded,2,-2
surouded,surrounded,2,-2
suroued,surrounded,3,-3
suround,surrounded,3,-3
surounded,surrounded,1,-1
surredened,surrounded,4,0
surroded,surrounded,2,-2
surronded,surrounded,1,-1
surrondered,surrounded,3,1
surroned,surrounded,2,-2
surrouded,surrounded,1,-1
surround,surrounded,2,-2
surroundend,surrounded,1,1
surrouned,surrounded,1,-1
surrownded,surrounded,1,0
surruded,surrounded,2,-2
serounding,surrounding,2,-1
sorrounding,surrounding,1,0
seroundings,surroundings,2,-1
suroundings,surroundings,1,-1
survay,survey,1,0
servaying,surveying,2,0
servays,surveys,2,0
survays,surveys,1,0
sucipition,suspicion,3,1
sucpescision,suspicion,5,3
sucption,suspicion,3,-1
sucspecon,suspicion,3,0
supesion,suspicion,3,-1
supession,suspicion,4,0
supestion,suspicion,4,0
supicion,suspicion,1,-1
supicsion,suspicion,2,0
supiosion,suspicion,3,0
supision,suspicion,2,-1
supission,suspicion,3,0
supition,suspicion,2,-1
supiucan,suspicion,4,-1
suppemtant,suspicion,6,1
suppession,suspicion,4,1
suppicion,suspicion,1,0
supsicion,suspicion,2,0
supusion,suspicion,3,-1
suscispition,suspicion,4,3
susficient,suspicion,3,1
susici,suspicion,3,-3
susipession,suspicion,4,2
susipion,suspicion,2,-1
susiption,suspicion,3,0
suspecian,suspicion,2,0
suspecien,suspicion,2,0
suspecion,suspicion,1,0
suspesion,suspicion,2,0
suspesious,suspicion,4,1
suspetion,suspicion,2,0
suspic,suspicion,3,-3
suspican,suspicion,2,-1
suspician,suspicion,1,0
suspicioned,suspicion,2,2
suspicious,suspicion,2,1
suspicison,suspicion,1,1
suspicition,suspicion,2,2
suspicoun,suspicion,2,0
suspicsion,suspicion,1,1
suspiction,suspicion,1,1
suspion,suspicion,2,-2
suspiscion,suspicion,1,1
suspishion,suspicion,2,1
suspision,suspicion,1,0
suspisition,suspicion,3,2
suspission,suspicion,2,1
suspistion,suspicion,2,1
suspition,suspicion,1,0
suspusion,suspicion,2,0
susspicion,suspicion,1,1
susyption,suspicion,3,0
swollow,swallow,1,0
swalloing,swallowing,1,-1
smim,swam,2,0
swap,swamp,1,-1
swop,swap,1,0
swar,swear,1,-1
sware,swear,2,0
swer,swear,1,-1
swearinge,swearing,1,1
swet,sweat,1,-1
sweeter,sweater,1,0
swetter,sweater,1,0
swep,sweep,1,-1
swet,sweet,1,-1
sweetes,sweetest,1,-1
sweet,sweets,1,-1
swel,swell,1,-1
sweped,swept,2,1
smim,swim,1,0
swin,swim,1,0
smiwing,swimming,3,-1
swim,swimming,4,-4
swiming,swimming,1,-1
swming,swimming,2,-2
swmmer,swimming,4,-2
swiming pool,swimming-pool,2,-1
swimming pool,swimming-pool,1,0
suing,swing,1,0
swich,switch,1,-1
swival,swivel,1,0
swolen,swollen,1,-1
soord,sword,1,0
sord,sword,1,-1
swonge,swung,2,1
silable,syllable,2,-1
sylable,syllable,1,-1
sylables,syllables,1,-1
synbol,symbol,1,0
symetrical,symmetrical,1,-1
symettrical,symmetrical,2,0
cementry,symmetry,4,0
cemertire,symmetry,6,1
cemerty,symmetry,5,-1
cemetarying,symmetry,7,3
cemetry,symmetry,3,-1
cemitary,symmetry,5,0
cemitry,symmetry,4,-1
cimatree,symmetry,6,0
cimatry,symmetry,4,-1
cimertary,symmetry,5,1
cimetery,symmetry,4,0
cimetry,symmetry,3,-1
cimitry,symmetry,4,-1
cymitery,symmetry,4,0
semarty,symmetry,4,-1
semetrie,symmetry,4,0
semetry,symmetry,2,-1
semitary,symmetry,4,0
semtrey,symmetry,4,-1
simatree,symmetry,5,0
simatry,symmetry,3,-1
simertry,symmetry,3,0
simetary,symmetry,3,0
simetrey,symmetry,3,0
simetry,symmetry,2,-1
simitary,symmetry,4,0
simitery,symmetry,4,0
simitray,symmetry,4,0
simitry,symmetry,3,-1
simtary,symmetry,4,-1
simutr,symmetry,4,-2
smited,symmetry,5,-2
sunertrey,symmetry,5,1
syermetre,symmetry,3,1
symatry,symmetry,2,-1
syme,symmetry,4,-4
symeatry,symmetry,2,0
symetery,symmetry,2,0
symetrey,symmetry,2,0
symetry,symmetry,1,-1
symettry,symmetry,2,0
symitry,symmetry,2,-1
symmatry,symmetry,1,0
cimtictaty,sympathetic,9,-1
cympathetic,sympathetic,1,0
scinfacious,sympathetic,10,0
semithetic,sympathetic,3,-1
sempathetic,sympathetic,1,0
sempathitice,sympathetic,3,1
sempetic,sympathetic,4,-3
semphistic,sympathetic,5,-1
simasethe,sympathetic,6,-2
simithetic,sympathetic,3,-1
simpatacit,sympathetic,5,-1
simpathectic,sympathetic,2,1
simpathegic,sympathetic,2,0
simpathetic,sympathetic,1,0
simpathic,sympathetic,3,-2
simpathidect,sympathetic,5,1
simpercity,sympathetic,7,-1
simpethic,sympathetic,4,-2
simpicet,sympathetic,6,-3
simpithatic,sympathetic,3,0
simpithetic,sympathetic,2,0
simpotry,sympathetic,7,-3
sinpithetic,sympathetic,3,0
smpasatic,sympathetic,4,-2
smpathic,sympathetic,3,-3
smpthatic,sympathetic,3,-2
spathety,sympathetic,4,-3
symaphatic,sympathetic,3,-1
symaphetic,sympathetic,2,-1
symapithet,sympathetic,4,-1
symapothic,sympathetic,4,-1
symathaic,sympathetic,3,-2
symathectic,sympathetic,2,0
symathetic,sympathetic,1,-1
symathetice,sympathetic,2,0
symathic,sympathetic,3,-3
symiphatic,sympathetic,4,-1
symitishes,sympathetic,7,-1
symophatic,sympathetic,4,-1
sympafacted,sympathetic,5,0
sympathatic,sympathetic,1,0
sympathectics,sympathetic,2,2
sympatheic,sympathetic,1,-1
sympathethic,sympathetic,1,1
sympathic,sympathetic,2,-2
sympathicits,sympathetic,4,1
sympathitic,sympathetic,1,0
sympathtic,sympathetic,1,-1
sympathy,sympathetic,4,-3
sympatic,sympathetic,3,-3
sympatics,sympathetic,4,-2
sympethatic,sympathetic,2,0
sympethetic,sympathetic,1,0
sympethic,sympathetic,3,-2
symphathetic,sympathetic,1,1
symphathic,sympathetic,3,-1
symphatic,sympathetic,3,-2
symphethetic,sympathetic,2,1
symphetic,sympathetic,2,-2
symphtatic,sympathetic,3,-1
symphtic,sympathetic,3,-3
symphytic,sympathetic,3,-2
sympiance,sympathetic,6,-2
sympothics,sympathetic,4,-1
sympothlect,sympathetic,5,0
sympothly,sympathetic,5,-2
sympthatic,sympathetic,2,-1
sympthetic,sympathetic,1,-1
sympthitic,sympathetic,2,-1
symthetic,sympathetic,2,-2
symthic,sympathetic,4,-4
symthy,sympathetic,6,-5
synepethic,sympathetic,5,-1
synethic,sympathetic,5,-3
sypathetic,sympathetic,1,-1
sypathic,sympathetic,3,-3
sypathtic,sympathetic,2,-2
syphmathetics,sympathetic,4,2
syptatheic,sympathetic,3,-1
sypthmetic,sympathetic,3,-1
systematic,sympathetic,6,-1
systematice,sympathetic,7,0
systimetic,sympathetic,5,-1
thempathtic,sympathetic,4,0
thimpethetic,sympathetic,4,1
sympthy,sympathy,1,-1
synshronise,synchronize,2,0
synonomous,synonymous,1,0
sistem,system,1,0
sysem,system,1,-1
systermatic,systematic,1,1
systemetically,systematically,1,0
tabel,table,2,0
tabl,table,1,-1
tasble,table,1,1
table tennis,table-tennis,1,0
table,tables,1,-1
tablit,tablet,1,0
tablt,tablet,1,-1
tasit,tacit,1,0
tackel,tackle,2,0
takle,tackle,1,-1
tackeling,tackling,1,1
takling,tackling,1,-1
tacked,tact,3,2
tage,tag,1,1
tale,tail,2,0
tall,tail,1,0
tack,take,2,0
tacke,take,1,1
taek,take,2,0
tak,take,1,-1
talk,take,2,0
teck,take,3,0
tacen,taken,1,0
tacken,taken,1,1
taeken,taken,1,1
take,taken,1,-1
taked,taken,1,0
takeing,taken,2,2
takeon,taken,1,1
takern,taken,1,1
takin,taken,1,0
taking,taken,2,1
talken,taken,1,1
tanking,taken,3,2
tarkan,taken,2,1
tecen,taken,2,0
theaen,taken,3,1
token,taken,1,0
tookony,taken,4,2
tack,takes,3,-1
taks,takes,1,-1
takeing,taking,1,1
takin,taking,1,-1
tail,tale,2,0
talant,talent,1,0
tallents,talents,1,1
take,talk,2,0
toke,talk,3,0
takativ,talkative,2,-2
taked,talked,1,-1
talk,talked,2,-2
taking,talking,1,-1
talkig,talking,1,-1
touking,talking,2,0
toll,tall,1,0
tam,tame,1,-1
tain,tan,1,1
tane,tan,1,1
tanker,tankard,2,-1
tape recorded,tape-recorded,1,0
tape recorder,tape-recorder,1,0
tappin,tapping,1,-1
tare,tar,1,1
tarrif,tariff,2,0
tarriff,tariff,1,1
tar mak,tarmac,2,1
tarmaced,tarmacked,1,-1
tasked,task,2,2
tast,taste,1,-1
tayste,taste,1,1
tatoo,tattoo,1,-1
teached,taught,5,1
thers,taught,5,-1
thourght,taught,3,2
tort,taught,4,-2
tought,taught,1,0
tuaght,taught,2,0
tacks,tax,3,2
tae,tea,2,0
tee,tea,1,0
tea maker,tea-maker,1,0
tech,teach,1,-1
tiece,teach,3,0
taeche,teacher,3,-1
tcher,teacher,2,-2
teach,teacher,2,-2
teachur,teacher,1,0
teachure,teacher,2,1
teahcher,teacher,1,1
teaher,teacher,1,-1
tearcher,teacher,1,1
teasher,teacher,1,0
teatcher,teacher,1,1
teather,teacher,1,0
teche,teacher,2,-2
techer,teacher,1,-1
tecter,teacher,2,-1
tocher,teacher,2,-1
tearcher,teacher's,3,-1
ticher's,teacher's,2,-1
tacher,teachers,2,-2
tchers,teachers,2,-2
teacher,teachers,1,-1
teaches,teachers,1,-1
teahchers,teachers,1,1
teahers,teachers,1,-1
tearch,teachers,4,-2
tearchers,teachers,1,1
teatchers,teachers,1,1
teature,teachers,4,-1
teatures,teachers,4,0
techeler,teachers,4,0
techers,teachers,1,-1
techershoy,teachers,4,2
techet,teachers,3,-2
techeter,teachers,4,0
tichers,teachers,2,-1
tinicher,teachers,4,0
treacher,teachers,2,0
tcher,teachers',4,-4
teaches,teachers',2,-2
teching,teaching,1,-1
teem,team,1,0
term,team,1,0
team games,team-games,1,0
teamates,team-mates,2,-2
tem,teams,2,-2
thea,teams,3,-1
tair,tear,2,0
tare,tear,2,0
teas,tease,1,-1
teese,tease,1,0
atecnicle,technical,4,0
attecnical,technical,3,1
nechniqual,technical,3,1
rablenackle,technical,8,2
tacal,technical,5,-4
tackneccal,technical,4,1
tacknical,technical,2,0
tacnical,technical,2,-1
tacnicle,technical,4,-1
tacnitical,technical,4,1
tactnickle,technical,4,1
tactnicle,technical,4,0
taknickel,technical,5,0
taqneical,technical,4,0
techanical,technical,1,1
techenal,technical,3,-1
techenical,technical,1,1
techical,technical,1,-1
techicnal,technical,2,0
techinacal,technical,2,1
techinal,technical,2,-1
techincal,technical,2,0
techinel,technical,3,-1
techinial,technical,2,0
techinical,technical,1,1
techinicial,technical,2,2
technecal,technical,1,0
technechial,technical,3,2
technecil,technical,2,0
techneical,technical,1,1
technial,technical,1,-1
technicale,technical,1,1
technichal,technical,1,1
technicial,technical,1,1
technickal,technical,1,1
technickle,technical,2,1
technicle,technical,2,0
technicol,technical,1,0
technincal,technical,1,1
techniqucol,technical,3,2
techniquely,technical,4,2
tecical,technical,2,-2
tecimical,technical,2,0
tecinacal,technical,2,0
tecinal,technical,3,-2
tecineckle,technical,4,1
tecinical,technical,1,0
tecionel,technical,5,-1
teckinicital,technical,4,3
tecknacal,technical,2,0
tecknal,technical,3,-2
tecknectieal,technical,5,3
tecknical,technical,1,0
tecknichel,technical,3,1
tecknickel,technical,3,1
tecknickkel,technical,4,2
tecknickle,technical,3,1
tecknicle,technical,3,0
tecknile,technical,4,-1
teckniqual,technical,3,1
teckticle,technical,4,0
tecmacke,technical,5,-1
tecmical,technical,2,-1
tecnacle,technical,4,-1
tecnecale,technical,3,0
tecnecial,technical,3,0
tecnecle,technical,4,-1
tecnical,technical,1,-1
tecnicale,technical,2,0
tecnicalle,technical,3,1
tecnichal,technical,2,0
tecnichel,technical,3,0
tecnickel,technical,3,0
tecnickle,technical,3,0
tecnicle,technical,3,-1
tecnicol,technical,2,-1
tecnicte,technical,3,-1
tecnique,technical,4,-1
tecticals,technical,3,0
tectinal,technical,3,-1
tectincall,technical,4,1
tectional,technical,4,0
tectnacle,technical,4,0
tectnical,technical,1,0
tectnickle,technical,3,1
tectonal,technical,4,-1
teknical,technical,2,-1
teknicial,technical,3,0
tempnical,technical,2,0
tencial,technical,4,-2
tenical,technical,2,-2
tenichal,technical,3,-1
tenitex,technical,5,-2
tentinal,technical,4,-1
texates,technical,7,-2
texinal,technical,4,-2
texnical,technical,2,-1
texniccal,technical,3,0
textical,technical,3,-1
textle,technical,7,-3
textnal,technical,4,-2
textnical,technical,2,0
ticinickle,technical,4,1
ticknickle,technical,4,1
ticncal,technical,3,-2
ticnecal,technical,3,-1
ticnicial,technical,3,0
trancale,technical,5,-1
technecally,technically,1,0
tecnique,technique,1,-1
techiques,techniques,1,-1
tecniques,techniques,1,-1
tequniques,techniques,2,0
tecl,technological,9,-9
tecln,technologically,11,-10
tedeus,tedious,2,-1
tediuos,tedious,2,0
tedius,tedious,1,-1
teth,teeth,1,-1
theeth,teeth,1,1
telagram,telegram,1,0
telagraph,telegraph,1,0
telaphone,telephone,1,0
telphone,telephone,1,-1
hetephonen,telephoned,3,0
lhonlaet,telephoned,7,-2
talfon,telephoned,6,-4
talford,telephoned,6,-3
tallvon,telephoned,6,-3
tallyfone,telephoned,5,-1
teelyphoned,telephoned,2,1
telaphoned,telephoned,1,0
telefond,telephoned,3,-2
telehponed,telephoned,2,0
telephed,telephoned,2,-2
telephon,telephoned,2,-2
telephone,telephoned,1,-1
telephonied,telephoned,1,1
telepioned,telephoned,1,0
telepondes,telephoned,3,0
telepone,telephoned,2,-2
teleponed,telephoned,1,-1
telepound,telephoned,3,-1
televoined,telephoned,3,0
telhonde,telephoned,4,-2
teliphoned,telephoned,1,0
tellyphoned,telephoned,2,1
teloned,telephoned,3,-3
telphone,telephoned,2,-2
telpone,telephoned,3,-3
telponed,telephoned,2,-2
telpron,telephoned,4,-3
telpted,telephoned,4,-3
tepohed,telephoned,4,-3
tepond,telephoned,4,-4
televison,television,1,-1
tall,tell,1,0
tel,tell,1,-1
teling,telling,1,-1
telles,tells,1,1
tels,tells,1,-1
tell tailing,telltaling,2,2
tempar,temper,1,0
tenper,temper,1,0
temperment,temperament,1,-1
aterau,temperature,7,-5
teamerature,temperature,2,0
tecpel,temperature,7,-5
temetor,temperature,5,-4
temmper,temperature,6,-4
temparature,temperature,1,0
temparte,temperature,4,-3
temparter,temperature,4,-2
temparture,temperature,2,-1
temparure,temperature,3,-2
tempater,temperature,4,-3
tempature,temperature,2,-2
tempeger,temperature,5,-3
tempem,temperature,6,-5
temperateure,temperature,1,1
temperiture,temperature,1,0
temperjor,temperature,4,-2
tempersh,temperature,5,-3
tempersher,temperature,4,-1
temperter,temperature,3,-2
tempertrag,temperature,4,-1
temperture,temperature,1,-1
temperute,temperature,3,-2
tempetchure,temperature,3,0
tempetrue,temperature,4,-2
tempeture,temperature,2,-2
tempir,temperature,6,-5
temppure,temperature,4,-3
tempratar,temperature,3,-2
tempratur,temperature,2,-2
temprature,temperature,1,-1
tempreage,temperature,5,-2
tempreature,temperature,2,0
temprecer,temperature,5,-2
temprecher,temperature,6,-1
tempreches,temperature,6,-1
tempresure,temperature,3,-1
tempreter,temperature,4,-2
tempreture,temperature,2,-1
tempricher,temperature,6,-1
tempriter,temperature,4,-2
tempritue,temperature,3,-2
tempriture,temperature,2,-1
temproter,temperature,4,-2
temptercher,temperature,5,0
temptige,temperature,5,-3
tempurjure,temperature,3,-1
tempurtuse,temperature,3,-1
temputar,temperature,5,-3
temputure,temperature,3,-2
temreter,temperature,5,-3
temreture,temperature,3,-2
temt,temperature,7,-7
temter,temperature,6,-5
teperar,temperature,4,-4
tepuretire,temperature,4,-1
terperche,temperature,5,-2
theapitor,temperature,7,-2
tmera,temperature,6,-6
trar,temperature,7,-7
temped,tempered,2,-2
tempel,temple,2,0
demporaly,temporarily,3,-2
denficaly,temporarily,7,-2
temarally,temporarily,4,-2
temaraly,temporarily,4,-3
temararlly,temporarily,3,-1
temeperly,temporarily,5,-2
temeraley,temporarily,5,-2
temiparly,temporarily,4,-2
temoaraly,temporarily,3,-2
temoparaly,temporarily,3,-1
temoraly,temporarily,3,-3
temorarally,temporarily,3,0
temorarily,temporarily,1,-1
temparaly,temporarily,3,-2
tempararily,temporarily,1,0
tempariarly,temporarily,3,0
temparly,temporarily,3,-3
temperairly,temporarily,3,0
temperalily,temporarily,2,0
temperally,temporarily,3,-1
temperaly,temporarily,3,-2
temperanly,temporarily,3,-1
temperaraly,temporarily,2,0
temperarily,temporarily,1,0
temperarly,temporarily,2,-1
temperatory,temporarily,4,0
temperially,temporarily,4,0
